Year,Death_Cause_Name,113_Cause_Name,State,Deaths,Age-Adjusted Death Rate
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),California,6551,16.6
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Colorado,606,12
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Connecticut,604,12.2
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Delaware,150,13.6
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),District of Columbia,83,13.2
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Florida,2662,9.5
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Georgia,1494,16.8
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Hawaii,457,24.1
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Idaho,259,15.1
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Illinois,2441,16.8
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Indiana,1132,15.3
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Iowa,761,17.8
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Kansas,715,20.2
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Kentucky,919,19.1
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Louisiana,892,18.6
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Maine,258,14
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Maryland,1103,17.2
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Massachusetts,1551,18
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Michigan,1896,15.8
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Minnesota,751,11.6
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Mississippi,769,24.3
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Missouri,1352,18.7
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Montana,210,16.4
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Nebraska,343,14.5
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Nevada,513,18.6
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),New Hampshire,226,13.9
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),New Jersey,1356,12.6
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),New Mexico,337,14.8
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),New York,4892,20.5
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),North Carolina,1931,18.3
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),North Dakota,134,14.6
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Ohio,2374,16.6
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Oklahoma,759,18
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Oregon,496,10.4
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Pennsylvania,2884,16.2
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Rhode Island,195,12.9
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),South Carolina,747,14.2
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),South Dakota,184,16.2
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Tennessee,1564,22.1
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Texas,3339,14.4
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),United States,56979,15.9
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Utah,413,18.6
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Vermont,77,9.3
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Virginia,1442,17
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Washington,768,10.1
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),West Virginia,481,20.2
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Wisconsin,1125,15.6
2013,Influenza and pneumonia,Influenza and pneumonia (J09-J18),Wyoming,112,18.4
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Alabama,721,14.4
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Alaska,171,23.2
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Arizona,1163,17.5
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Arkansas,516,17.3
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",California,4025,10.2
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Colorado,1007,18.6
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Connecticut,330,8.7
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Delaware,122,12.5
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",District of Columbia,38,5.7
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Florida,2928,13.8
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Georgia,1212,12
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Hawaii,171,11.8
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Idaho,308,19.2
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Illinois,1321,9.9
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Indiana,944,14.3
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Iowa,447,14.4
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Kansas,425,14.7
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Kentucky,701,15.6
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Louisiana,583,12.4
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Maine,245,17.4
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Maryland,569,9.2
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Massachusetts,572,8.2
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Michigan,1295,12.9
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Minnesota,678,12.1
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Mississippi,388,13
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Missouri,960,15.6
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Montana,243,23.7
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Nebraska,220,11.6
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Nevada,541,18.6
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",New Hampshire,185,12.8
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",New Jersey,757,8
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",New Mexico,431,20.3
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",New York,1687,8.1
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",North Carolina,1284,12.6
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",North Dakota,128,17.3
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Ohio,1526,12.9
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Oklahoma,665,17.2
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Oregon,698,16.8
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Pennsylvania,1788,13.4
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Rhode Island,132,12.2
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",South Carolina,696,14
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",South Dakota,147,18
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Tennessee,1030,15.4
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Texas,3059,11.7
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",United States,41149,12.6
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Utah,579,21.4
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Vermont,112,16.8
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Virginia,1072,12.5
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Washington,1027,14.1
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",West Virginia,323,16.4
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Wisconsin,850,14.4
2013,Suicide,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Wyoming,129,21.5
2013,Cancer,Malignant neoplasms (C00-C97),Alabama,10328,182.2
2013,Cancer,Malignant neoplasms (C00-C97),Alaska,1016,172
2013,Cancer,Malignant neoplasms (C00-C97),Arizona,11347,147
2013,Cancer,Malignant neoplasms (C00-C97),Arkansas,6688,190
2013,Cancer,Malignant neoplasms (C00-C97),California,57714,147
2013,Cancer,Malignant neoplasms (C00-C97),Colorado,7357,139.2
2013,Cancer,Malignant neoplasms (C00-C97),Connecticut,6619,148.4
2013,Cancer,Malignant neoplasms (C00-C97),Delaware,1905,167.6
2013,Cancer,Malignant neoplasms (C00-C97),District of Columbia,1095,178.2
2013,Cancer,Malignant neoplasms (C00-C97),Florida,42735,155.9
2013,Cancer,Malignant neoplasms (C00-C97),Georgia,16417,167.7
2013,Cancer,Malignant neoplasms (C00-C97),Hawaii,2332,135.5
2013,Cancer,Malignant neoplasms (C00-C97),Idaho,2707,156.2
2013,Cancer,Malignant neoplasms (C00-C97),Illinois,24491,171.9
2013,Cancer,Malignant neoplasms (C00-C97),Indiana,13258,179.5
2013,Cancer,Malignant neoplasms (C00-C97),Iowa,6509,168.4
2013,Cancer,Malignant neoplasms (C00-C97),Kansas,5379,163.1
2013,Cancer,Malignant neoplasms (C00-C97),Kentucky,10085,199.3
2013,Cancer,Malignant neoplasms (C00-C97),Louisiana,9419,188.5
2013,Cancer,Malignant neoplasms (C00-C97),Maine,3227,175.2
2013,Cancer,Malignant neoplasms (C00-C97),Maryland,10609,162.9
2013,Cancer,Malignant neoplasms (C00-C97),Massachusetts,12858,159.6
2013,Cancer,Malignant neoplasms (C00-C97),Michigan,20367,170.5
2013,Cancer,Malignant neoplasms (C00-C97),Minnesota,9601,155.4
2013,Cancer,Malignant neoplasms (C00-C97),Mississippi,6527,197
2013,Cancer,Malignant neoplasms (C00-C97),Missouri,12955,179.4
2013,Cancer,Malignant neoplasms (C00-C97),Montana,1997,154.1
2013,Cancer,Malignant neoplasms (C00-C97),Nebraska,3459,161.3
2013,Cancer,Malignant neoplasms (C00-C97),Nevada,4817,164.8
2013,Cancer,Malignant neoplasms (C00-C97),New Hampshire,2584,158
2013,Cancer,Malignant neoplasms (C00-C97),New Jersey,16315,156.2
2013,Cancer,Malignant neoplasms (C00-C97),New Mexico,3482,145.4
2013,Cancer,Malignant neoplasms (C00-C97),New York,35738,155.9
2013,Cancer,Malignant neoplasms (C00-C97),North Carolina,18589,167.6
2013,Cancer,Malignant neoplasms (C00-C97),North Dakota,1286,151.8
2013,Cancer,Malignant neoplasms (C00-C97),Ohio,24986,177.6
2013,Cancer,Malignant neoplasms (C00-C97),Oklahoma,8039,185.7
2013,Cancer,Malignant neoplasms (C00-C97),Oregon,7799,163.4
2013,Cancer,Malignant neoplasms (C00-C97),Pennsylvania,28512,170.6
2013,Cancer,Malignant neoplasms (C00-C97),Rhode Island,2326,174.6
2013,Cancer,Malignant neoplasms (C00-C97),South Carolina,9745,174
2013,Cancer,Malignant neoplasms (C00-C97),South Dakota,1577,154.5
2013,Cancer,Malignant neoplasms (C00-C97),Tennessee,13953,185.5
2013,Cancer,Malignant neoplasms (C00-C97),Texas,38412,156.9
2013,Cancer,Malignant neoplasms (C00-C97),United States,584881,163.2
2013,Cancer,Malignant neoplasms (C00-C97),Utah,2971,127.6
2013,Cancer,Malignant neoplasms (C00-C97),Vermont,1318,163.4
2013,Cancer,Malignant neoplasms (C00-C97),Virginia,14414,162
2013,Cancer,Malignant neoplasms (C00-C97),Washington,11928,156.1
2013,Cancer,Malignant neoplasms (C00-C97),West Virginia,4718,190.8
2013,Cancer,Malignant neoplasms (C00-C97),Wisconsin,11425,165.2
2013,Cancer,Malignant neoplasms (C00-C97),Wyoming,946,148.2
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Alabama,1057,19.3
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Alaska,49,10.1
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Arizona,374,4.9
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Arkansas,762,22
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",California,2840,7.2
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Colorado,450,9
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Connecticut,565,11.9
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Delaware,178,16
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",District of Columbia,54,8.8
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Florida,3130,11.1
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Georgia,1652,18.1
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Hawaii,209,11.3
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Idaho,148,8.8
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Illinois,2444,17.1
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Indiana,1352,18.4
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Iowa,369,8.8
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kansas,594,17.4
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kentucky,991,20.5
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Louisiana,1108,23.1
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Maine,252,13.6
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Maryland,737,11.4
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Massachusetts,1261,15.1
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Michigan,1660,13.9
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Minnesota,653,10.2
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Mississippi,731,22.8
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Missouri,1305,18
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Montana,130,10.3
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Nebraska,222,10
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Nevada,370,13.3
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",New Hampshire,175,11
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",New Jersey,1400,13.2
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",New Mexico,302,13.2
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",New York,2285,9.7
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",North Carolina,1780,16.6
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",North Dakota,117,12.9
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Ohio,1985,14
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Oklahoma,606,14.4
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Oregon,327,6.9
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Pennsylvania,2767,15.7
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Rhode Island,149,10.4
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",South Carolina,869,16
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",South Dakota,64,5.9
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Tennessee,1068,14.8
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Texas,3722,15.9
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",United States,47112,13.2
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Utah,312,14.1
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Vermont,30,3.8
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Virginia,1547,18
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Washington,461,6.1
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",West Virginia,450,18.6
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Wisconsin,993,14
2013,Kidney disease,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Wyoming,56,9.4
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Alabama,2283,46.6
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Alaska,368,54.1
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Arizona,3029,45.1
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Arkansas,1521,50
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",California,10906,28
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Colorado,2403,47.1
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Connecticut,1392,34.7
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Delaware,374,38.8
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",District of Columbia,194,31.3
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Florida,8770,39.9
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Georgia,3731,39
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Hawaii,458,30.1
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Idaho,699,43.7
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Illinois,4488,33.6
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Indiana,2776,41.4
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Iowa,1369,39.7
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Kansas,1319,43.6
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Kentucky,2741,62
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Louisiana,2362,51.1
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Maine,602,40.4
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Maryland,1696,27.7
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Massachusetts,2195,29.8
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Michigan,3805,36.6
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Minnesota,2301,39.1
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Mississippi,1627,54.5
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Missouri,3002,47.8
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Montana,572,52.8
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Nebraska,792,39.8
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Nevada,1177,42.4
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",New Hampshire,573,40.1
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",New Jersey,2990,31.7
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",New Mexico,1351,65
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",New York,5786,27.4
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",North Carolina,4281,43
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",North Dakota,318,41.1
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Ohio,5420,44.7
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Oklahoma,2388,61.6
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Oregon,1709,39.9
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Pennsylvania,6334,45
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Rhode Island,525,44.1
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",South Carolina,2336,48.3
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",South Dakota,426,47.4
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Tennessee,3513,53.1
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Texas,9313,37.4
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",United States,127792,39.1
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Utah,1097,44.5
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Vermont,333,47.4
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Virginia,2883,34.5
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Washington,2760,38.3
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",West Virginia,1371,70.8
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Wisconsin,2825,44.7
2012,Unintentional injuries,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Wyoming,308,52.9
2012,All causes,All Causes,Alabama,49301,926.7
2012,All causes,All Causes,Alaska,3912,731.4
2012,All causes,All Causes,Arizona,49549,682.9
2012,All causes,All Causes,Arkansas,30117,897.5
2012,All causes,All Causes,California,242554,630.4
2012,All causes,All Causes,Colorado,33133,665.6
2012,All causes,All Causes,Connecticut,29316,648.2
2012,All causes,All Causes,Delaware,7875,745.4
2012,All causes,All Causes,District of Columbia,4650,757.2
2012,All causes,All Causes,Florida,177291,669.9
2012,All causes,All Causes,Georgia,72847,808.6
2012,All causes,All Causes,Hawaii,10274,586.5
2012,All causes,All Causes,Idaho,11998,726.6
2012,All causes,All Causes,Illinois,102433,728.7
2012,All causes,All Causes,Indiana,59332,827.5
2012,All causes,All Causes,Iowa,28389,718.3
2012,All causes,All Causes,Kansas,25145,761
2012,All causes,All Causes,Kentucky,43664,916.3
2012,All causes,All Causes,Louisiana,42320,898.6
2012,All causes,All Causes,Maine,12870,730.4
2012,All causes,All Causes,Maryland,44477,709.1
2012,All causes,All Causes,Massachusetts,53177,657.9
2012,All causes,All Causes,Michigan,89901,774.2
2012,All causes,All Causes,Minnesota,40016,649.5
2012,All causes,All Causes,Mississippi,29544,942.9
2012,All causes,All Causes,Missouri,56094,803
2012,All causes,All Causes,Montana,8976,732.4
2012,All causes,All Causes,Nebraska,15659,719
2012,All causes,All Causes,Nevada,20785,774.6
2012,All causes,All Causes,New Hampshire,10730,687.5
2012,All causes,All Causes,New Jersey,70534,677.6
2012,All causes,All Causes,New Mexico,16710,744.6
2012,All causes,All Causes,New York,148991,652.1
2012,All causes,All Causes,North Carolina,81925,786.4
2012,All causes,All Causes,North Dakota,6038,701.2
2012,All causes,All Causes,Ohio,112498,817.9
2012,All causes,All Causes,Oklahoma,36870,891.5
2012,All causes,All Causes,Oregon,32759,706.6
2012,All causes,All Causes,Pennsylvania,126981,759.2
2012,All causes,All Causes,Rhode Island,9354,686.5
2012,All causes,All Causes,South Carolina,43198,835.2
2012,All causes,All Causes,South Dakota,7333,712.3
2012,All causes,All Causes,Tennessee,61956,880.6
2012,All causes,All Causes,Texas,174187,753.3
2012,All causes,All Causes,United States,2543279,732.8
2012,All causes,All Causes,Utah,15676,700
2012,All causes,All Causes,Vermont,5491,700.1
2012,All causes,All Causes,Virginia,61564,730.2
2012,All causes,All Causes,Washington,50105,681.5
2012,All causes,All Causes,West Virginia,21915,939.3
2012,All causes,All Causes,Wisconsin,48384,707.8
2012,All causes,All Causes,Wyoming,4481,748.3
